filename,split,label,sigma,rho,beta,n_puntos,elevacion,umap_0,umap_1,umap_2,umap_3,umap_4
train_0143.png,train,1,13.4304,28.5436,2.726,56289,17.24,0.905068,0.567948,0.36301,0.539892,0.095785
train_0144.png,train,1,12.4959,28.3055,2.1451,11945,40.22,0.749319,0.538184,0.072574,0.073106,0.223465
train_0145.png,train,0,10.3277,26.8624,3.3002,62718,131.88,0.387943,0.357795,0.65009,0.607561,0.732684
train_0146.png,train,1,12.6826,27.1675,2.1535,9565,41.18,0.78043,0.395933,0.076771,0.048058,0.228784
train_0147.png,train,1,13.4964,24.5561,2.4682,41168,36.41,0.916067,0.069511,0.234077,0.380725,0.202256
train_0148.png,train,1,12.8743,27.2063,2.6198,45303,32.87,0.81238,0.400784,0.309882,0.424246,0.182636
train_0149.png,train,0,8.3134,29.0506,3.7978,80666,155.47,0.052234,0.631321,0.898895,0.796486,0.863703
train_0150.png,train,0,10.6589,27.0294,3.124,60470,119.78,0.443155,0.378675,0.562014,0.583895,0.665435
train_0151.png,train,0,8.4012,29.75,3.5174,96380,152.79,0.066861,0.718751,0.7587,0.961896,0.848853
train_0152.png,train,1,11.9012,27.0632,3.2078,61630,82.54,0.6502,0.382895,0.603883,0.596112,0.458572
train_0153.png,train,0,10.1477,27.8467,3.0575,78349,113.37,0.357958,0.480839,0.528751,0.772099,0.629829
train_0154.png,train,0,9.28,28.4119,3.361,89834,134.98,0.213338,0.55149,0.680515,0.892991,0.749873
train_0155.png,train,1,13.4654,27.5527,2.1941,15661,17.7,0.9109,0.444089,0.09703,0.112225,0.098319
train_0156.png,train,0,11.0889,27.5753,3.1233,52871,80.86,0.514822,0.446907,0.56164,0.503912,0.449201
train_0157.png,train,0,13.3282,28.5903,2.8021,43469,18.23,0.888036,0.573791,0.40105,0.404939,0.101289
train_0158.png,train,0,9.322,29.1519,3.787,76333,144.7,0.220342,0.643991,0.893515,0.750878,0.803876
train_0159.png,train,1,13.6097,24.8624,2.3724,28161,23.28,0.934948,0.107805,0.186185,0.243807,0.129311
train_0160.png,train,0,13.624,24.31,2.29,31864,27.35,0.937326,0.038744,0.145021,0.28278,0.151949
train_0161.png,train,1,13.7595,27.9213,3.2601,50988,28.41,0.959917,0.490167,0.630029,0.484094,0.157828
train_0162.png,train,0,9.2295,29.2333,3.2086,98039,140.5,0.20492,0.654159,0.604313,0.979368,0.780573
train_0163.png,train,0,10.5311,27.0114,3.1234,71659,147.3,0.421851,0.376424,0.5617,0.70168,0.818328
train_0164.png,train,0,9.0696,29.1556,3.7961,95652,158.6,0.178269,0.644451,0.898072,0.954232,0.8811
train_0165.png,train,0,9.6011,26.8759,3.3716,76809,149.11,0.266855,0.359489,0.685788,0.755894,0.82838
train_0166.png,train,0,9.7051,28.005,3.7039,97685,132.93,0.284178,0.500626,0.851963,0.975636,0.738518
train_0167.png,train,0,11.8866,27.3369,2.5244,22706,63.17,0.647768,0.41711,0.262193,0.186385,0.350942
train_0168.png,train,0,8.2759,29.847,3.6865,83937,146.72,0.045981,0.730878,0.843257,0.830925,0.815123
train_0169.png,train,0,10.0564,28.8539,3.5005,70420,108.94,0.342736,0.606741,0.750241,0.688636,0.605248
train_0170.png,train,0,9.6191,28.5145,3.2689,93768,136.21,0.269853,0.564316,0.634443,0.93441,0.756711
train_0171.png,train,0,12.5246,26.3374,2.218,9891,49.03,0.754095,0.292176,0.109025,0.051487,0.272363
train_0172.png,train,0,10.7485,27.0335,3.354,69789,140.41,0.458076,0.379186,0.677001,0.681996,0.780073
train_0173.png,train,0,9.3368,28.3548,3.5619,85147,143.22,0.2228,0.544349,0.780951,0.843659,0.79564
train_0174.png,train,1,13.6951,27.8193,2.6126,35848,16.06,0.949186,0.477411,0.30632,0.32472,0.089204
train_0175.png,train,1,13.7376,28.0756,2.2446,25389,3.93,0.956274,0.509453,0.122295,0.214631,0.021822
train_0176.png,train,0,9.2348,28.831,3.9207,92305,160.59,0.205803,0.603874,0.960362,0.919002,0.892158
train_0177.png,train,0,8.2393,30.3478,3.5634,88599,148.83,0.039885,0.793481,0.781725,0.879991,0.826855
train_0178.png,train,1,13.5712,28.0265,3.2571,52951,32.03,0.928538,0.503317,0.628553,0.504748,0.177963
train_0179.png,train,1,13.7036,28.017,2.3864,29843,11.17,0.950601,0.50212,0.193191,0.261512,0.062076
train_0180.png,train,0,10.663,26.9566,3.1101,66200,131.2,0.443834,0.36957,0.555034,0.644216,0.728898
train_0181.png,train,1,12.8014,28.7886,2.6179,57043,30.98,0.800229,0.59858,0.308938,0.547821,0.172109
train_0182.png,train,0,9.3076,29.6835,3.7967,87562,139.93,0.217942,0.710432,0.898332,0.869082,0.777384
train_0183.png,train,1,8.2735,29.208,3.8423,74150,154.68,0.04559,0.650996,0.921146,0.727895,0.859325
train_0184.png,train,1,13.6492,28.3732,2.3421,27341,8.28,0.941533,0.546649,0.171071,0.235175,0.046016
train_0185.png,train,1,11.8004,27.2001,2.9518,63750,83.93,0.633393,0.400013,0.475877,0.61843,0.466304
train_0186.png,train,0,8.6826,28.8209,3.6963,71465,159.19,0.113764,0.602613,0.848175,0.699641,0.88437
train_0187.png,train,0,8.1941,30.2921,3.5968,87620,147.23,0.032357,0.786514,0.798388,0.86969,0.817965
train_0188.png,train,0,9.6853,30.244,3.3791,87957,138.97,0.280885,0.780496,0.689569,0.87324,0.77204
train_0189.png,train,0,9.9925,29.1117,3.7925,73253,119.98,0.332076,0.63896,0.896244,0.718463,0.666567
train_0190.png,train,0,9.4903,28.964,3.9752,91548,164.28,0.248384,0.6205,0.987591,0.911032,0.912694
train_0191.png,train,0,9.6145,28.8557,3.2029,88136,118.15,0.269084,0.606964,0.601455,0.87512,0.656408
train_0192.png,train,1,12.6155,28.1511,2.1717,8062,38.15,0.769257,0.518888,0.085829,0.032237,0.211924
train_0193.png,train,0,10.8971,26.9113,3.055,67445,131.88,0.482854,0.363911,0.527516,0.657317,0.732639
train_0194.png,train,0,10.5938,27.1014,3.3387,71309,147.0,0.432303,0.387669,0.66936,0.697997,0.81664
train_0195.png,train,1,13.7625,28.2983,2.3808,31293,7.61,0.960425,0.537286,0.19042,0.27677,0.042261
train_0196.png,train,0,11.0518,27.0757,3.0884,66440,123.53,0.508634,0.384466,0.544219,0.646744,0.686289
train_0197.png,train,1,10.8272,27.6204,3.1877,71073,112.73,0.471195,0.452549,0.593836,0.695508,0.626289
train_0198.png,train,1,13.2844,28.7638,2.7819,54775,15.18,0.880739,0.595469,0.390937,0.523949,0.084333
train_0199.png,train,0,11.4447,26.8616,3.2605,64265,101.67,0.574114,0.357703,0.630229,0.623848,0.56481
train_0200.png,train,0,8.6645,29.2281,3.6805,95437,163.88,0.110752,0.653508,0.840254,0.951977,0.910472
train_0201.png,train,0,8.5458,29.1105,3.6346,89131,146.51,0.090968,0.638815,0.817308,0.885591,0.813953
train_0202.png,train,1,11.0689,27.5135,3.299,68131,110.76,0.51149,0.439189,0.649499,0.66454,0.615342
train_0203.png,train,0,11.6472,26.8879,3.2489,63033,95.76,0.607863,0.360989,0.624453,0.610883,0.532015
train_0204.png,train,0,11.9444,27.3281,2.192,9075,59.78,0.657395,0.416008,0.095979,0.042903,0.332103
train_0205.png,train,0,9.639,28.1441,3.5783,97901,130.67,0.27316,0.518019,0.789158,0.97791,0.725968
train_0206.png,train,0,8.31,29.6198,3.5685,87555,144.84,0.051665,0.70247,0.784233,0.869003,0.804664
train_0207.png,train,1,13.3023,28.2741,2.3473,44082,13.38,0.883724,0.534267,0.173665,0.4114,0.074306
train_0208.png,train,1,13.2944,24.1244,2.4396,32112,36.8,0.882399,0.015555,0.219816,0.2854,0.20444
train_0209.png,train,0,9.5688,29.3705,3.7056,79935,152.97,0.261468,0.671316,0.852809,0.788794,0.849809
train_0210.png,train,1,13.0068,28.5387,2.8534,57446,28.76,0.834464,0.567339,0.426693,0.552073,0.159784
train_0211.png,train,0,8.7618,29.6053,3.8014,76790,145.43,0.12696,0.700662,0.900696,0.755689,0.807923
train_0212.png,train,0,9.1106,29.3521,3.4128,88299,124.87,0.185092,0.669011,0.706416,0.876833,0.693735
train_0213.png,train,0,13.2844,26.9218,2.4006,13437,29.09,0.88074,0.365229,0.200308,0.08882,0.161639
train_0214.png,train,0,9.5917,27.6361,3.5906,82607,167.95,0.265287,0.454509,0.795286,0.81692,0.933036
train_0215.png,train,1,12.3938,27.6908,3.0169,59275,47.47,0.732294,0.461348,0.508457,0.571326,0.263736
train_0216.png,train,0,8.6139,27.7323,3.709,66887,151.43,0.102323,0.466541,0.854484,0.651442,0.841254
train_0217.png,train,1,12.2548,27.8086,2.9689,51193,48.98,0.709132,0.476073,0.484458,0.486248,0.272103
train_0218.png,train,1,12.7957,28.4313,2.7314,55131,21.4,0.79928,0.553911,0.365677,0.527698,0.118875
train_0219.png,train,1,13.0387,28.8825,2.7188,57297,20.04,0.839779,0.610311,0.35942,0.550505,0.111335
train_0220.png,train,1,13.1167,28.3702,2.6497,50407,17.46,0.852791,0.546272,0.324838,0.477978,0.097012
train_0221.png,train,0,10.2081,26.9404,3.5314,72343,148.7,0.36801,0.367553,0.765695,0.708881,0.826093
train_0222.png,train,0,10.8311,26.8581,3.1623,63429,124.93,0.471856,0.357261,0.581156,0.615044,0.69408
train_0223.png,train,0,8.3953,29.7688,3.5325,95640,157.38,0.065886,0.721106,0.766273,0.954115,0.874329
train_0224.png,train,0,13.7476,28.1473,2.7236,40095,14.14,0.95794,0.518413,0.361785,0.369424,0.078579
train_0225.png,train,0,10.7253,27.101,3.0893,60899,117.5,0.454222,0.387627,0.544635,0.588417,0.652764
train_0226.png,train,1,12.425,28.2244,2.247,19372,42.93,0.737504,0.528047,0.123491,0.151293,0.238475
train_0227.png,train,1,9.0171,28.1857,3.5366,74134,129.65,0.169521,0.523208,0.768317,0.727731,0.720253
train_0228.png,train,0,9.9657,28.9181,3.6196,87204,140.92,0.32762,0.614768,0.809779,0.865314,0.782873
train_0229.png,train,1,13.7336,25.7526,2.1532,34283,17.88,0.955592,0.219069,0.076617,0.308247,0.099327
train_0230.png,train,1,13.5352,28.7081,2.2457,36121,4.31,0.922528,0.588516,0.122848,0.327599,0.023953
train_0231.png,train,0,11.9762,27.4876,2.1883,9150,57.88,0.662697,0.435954,0.094161,0.043685,0.321551
train_0232.png,train,1,13.8927,26.1592,2.3231,25891,13.85,0.982117,0.269905,0.161564,0.219916,0.076963
train_0233.png,train,1,13.8335,26.3927,2.2277,25861,11.01,0.972249,0.299089,0.11385,0.219596,0.061167
train_0234.png,train,0,8.909,29.1904,3.1734,98153,145.13,0.151498,0.648805,0.586677,0.980558,0.806302
train_0235.png,train,0,8.2969,28.9151,3.7852,71962,153.29,0.049482,0.614385,0.892589,0.704866,0.851608
train_0236.png,train,1,10.4291,28.2177,3.5634,69813,119.06,0.404854,0.527213,0.781707,0.682249,0.661419
train_0237.png,train,0,12.3225,27.5498,2.1545,9534,49.22,0.720416,0.443726,0.077243,0.047731,0.273432
train_0238.png,train,1,13.5191,27.5417,3.0186,37786,31.18,0.919849,0.442714,0.509302,0.345117,0.17324
train_0239.png,train,1,12.7766,26.0353,2.3075,10179,44.47,0.796108,0.254412,0.15377,0.05452,0.247029
train_0240.png,train,0,8.7365,28.5865,3.7912,80987,178.89,0.122754,0.573318,0.895585,0.799864,0.993836
